Disease,County,Year,Sex,Cases,Population
Listeriosis,Fresno,2015,Female,2,489099
Listeriosis,Fresno,2015,Male,0,490526
Listeriosis,Fresno,2015,Total,2,970859
Listeriosis,Fresno,2016,Female,0,492963
Listeriosis,Fresno,2016,Male,1,495143
Listeriosis,Fresno,2016,Total,1,977361
Listeriosis,Fresno,2017,Female,1,497835
Listeriosis,Fresno,2017,Male,0,500264
Listeriosis,Fresno,2017,Total,1,985393
Listeriosis,Fresno,2018,Female,1,502960
Listeriosis,Fresno,2018,Male,0,505798
Listeriosis,Fresno,2018,Total,1,993965
Listeriosis,Fresno,2019,Female,0,507632
Listeriosis,Fresno,2019,Male,0,510805
Listeriosis,Fresno,2019,Total,0,1001640
Listeriosis,Fresno,2020,Female,0,511538
Listeriosis,Fresno,2020,Male,2,514820
Listeriosis,Fresno,2020,Total,2,1007344
Listeriosis,Fresno,2021,Female,1,508934
Listeriosis,Fresno,2021,Male,1,512715
Listeriosis,Fresno,2021,Total,2,1010453
Listeriosis,Fresno,2022,Female,0,512309
Listeriosis,Fresno,2022,Male,0,516809
Listeriosis,Fresno,2022,Total,0,1012350
Listeriosis,Fresno,2023,Female,4,515926
Listeriosis,Fresno,2023,Male,2,521023
Listeriosis,Fresno,2023,Total,6,1015793
Listeriosis,Glenn,2001,Female,0,13154
Listeriosis,Glenn,2001,Male,0,13457
Listeriosis,Glenn,2001,Total,0,26611
Listeriosis,Glenn,2002,Female,0,13251
Listeriosis,Glenn,2002,Male,0,13541
Listeriosis,Glenn,2002,Total,0,26792
Listeriosis,Glenn,2003,Female,0,13448
Listeriosis,Glenn,2003,Male,0,13708
Listeriosis,Glenn,2003,Total,0,27156
Listeriosis,Glenn,2004,Female,0,13518
Listeriosis,Glenn,2004,Male,0,13746
Listeriosis,Glenn,2004,Total,0,27264
Listeriosis,Glenn,2005,Female,0,13636
Listeriosis,Glenn,2005,Male,0,13889
Listeriosis,Glenn,2005,Total,0,27525
Listeriosis,Glenn,2006,Female,0,13729
Listeriosis,Glenn,2006,Male,0,14002
Listeriosis,Glenn,2006,Total,0,27731
Listeriosis,Glenn,2007,Female,0,13871
Listeriosis,Glenn,2007,Male,0,14142
Listeriosis,Glenn,2007,Total,0,28013
Listeriosis,Glenn,2008,Female,0,13920
Listeriosis,Glenn,2008,Male,0,14200
Listeriosis,Glenn,2008,Total,0,28120
Listeriosis,Glenn,2009,Female,0,13906
Listeriosis,Glenn,2009,Male,0,14150
Listeriosis,Glenn,2009,Total,0,28056
Listeriosis,Glenn,2010,Female,0,13931
Listeriosis,Glenn,2010,Male,0,14191
Listeriosis,Glenn,2010,Total,0,28122
Listeriosis,Glenn,2011,Female,0,13948
Listeriosis,Glenn,2011,Male,0,14337
Listeriosis,Glenn,2011,Total,0,28219
Listeriosis,Glenn,2012,Female,0,13869
Listeriosis,Glenn,2012,Male,0,14259
Listeriosis,Glenn,2012,Total,0,28009
Listeriosis,Glenn,2013,Female,0,13848
Listeriosis,Glenn,2013,Male,0,14337
Listeriosis,Glenn,2013,Total,0,28014
Listeriosis,Glenn,2014,Female,0,13902
Listeriosis,Glenn,2014,Male,0,14396
Listeriosis,Glenn,2014,Total,0,28075
Listeriosis,Glenn,2015,Female,0,13896
Listeriosis,Glenn,2015,Male,0,14390
Listeriosis,Glenn,2015,Total,0,28001
Listeriosis,Glenn,2016,Female,,13932
Listeriosis,Glenn,2016,Male,,14420
Listeriosis,Glenn,2016,Total,1,28005
Listeriosis,Glenn,2017,Female,,13995
Listeriosis,Glenn,2017,Male,,14486
Listeriosis,Glenn,2017,Total,1,28072
Listeriosis,Glenn,2018,Female,0,14050
Listeriosis,Glenn,2018,Male,0,14564
Listeriosis,Glenn,2018,Total,0,28134
Listeriosis,Glenn,2019,Female,0,14271
Listeriosis,Glenn,2019,Male,0,14801
Listeriosis,Glenn,2019,Total,0,28525
Listeriosis,Glenn,2020,Female,0,14521
Listeriosis,Glenn,2020,Male,0,14986
Listeriosis,Glenn,2020,Total,0,28891
Listeriosis,Glenn,2021,Female,0,14341
Listeriosis,Glenn,2021,Male,0,14844
Listeriosis,Glenn,2021,Total,0,28734
Listeriosis,Glenn,2022,Female,0,14312
Listeriosis,Glenn,2022,Male,0,14900
Listeriosis,Glenn,2022,Total,0,28685
Listeriosis,Glenn,2023,Female,0,14381
Listeriosis,Glenn,2023,Male,0,14929
Listeriosis,Glenn,2023,Total,0,28760
Listeriosis,Humboldt,2001,Female,0,64153
Listeriosis,Humboldt,2001,Male,0,63195
Listeriosis,Humboldt,2001,Total,0,127348
Listeriosis,Humboldt,2002,Female,0,64785
Listeriosis,Humboldt,2002,Male,0,63970
Listeriosis,Humboldt,2002,Total,0,128755
Listeriosis,Humboldt,2003,Female,0,65437
Listeriosis,Humboldt,2003,Male,0,64742
Listeriosis,Humboldt,2003,Total,0,130179
Listeriosis,Humboldt,2004,Female,1,65925
Listeriosis,Humboldt,2004,Male,0,65318
Listeriosis,Humboldt,2004,Total,1,131243
Listeriosis,Humboldt,2005,Female,0,66095
Listeriosis,Humboldt,2005,Male,1,65594
Listeriosis,Humboldt,2005,Total,1,131689
Listeriosis,Humboldt,2006,Female,0,66298
Listeriosis,Humboldt,2006,Male,0,65928
Listeriosis,Humboldt,2006,Total,0,132226
Listeriosis,Humboldt,2007,Female,1,66424
Listeriosis,Humboldt,2007,Male,0,66233
Listeriosis,Humboldt,2007,Total,1,132657
Listeriosis,Humboldt,2008,Female,0,66619
Listeriosis,Humboldt,2008,Male,0,66582
Listeriosis,Humboldt,2008,Total,0,133201
Listeriosis,Humboldt,2009,Female,0,66863
Listeriosis,Humboldt,2009,Male,1,66903
Listeriosis,Humboldt,2009,Total,1,133766
Listeriosis,Humboldt,2010,Female,0,67028
Listeriosis,Humboldt,2010,Male,0,67595
Listeriosis,Humboldt,2010,Total,0,134623
Listeriosis,Humboldt,2011,Female,0,67291
Listeriosis,Humboldt,2011,Male,1,68092
Listeriosis,Humboldt,2011,Total,1,135810
Listeriosis,Humboldt,2012,Female,1,66953
Listeriosis,Humboldt,2012,Male,0,67777
Listeriosis,Humboldt,2012,Total,1,135500
Listeriosis,Humboldt,2013,Female,1,66843
Listeriosis,Humboldt,2013,Male,0,67719
Listeriosis,Humboldt,2013,Total,1,135676
Listeriosis,Humboldt,2014,Female,1,66690
Listeriosis,Humboldt,2014,Male,0,67562
Listeriosis,Humboldt,2014,Total,1,135710
Listeriosis,Humboldt,2015,Female,0,66890
Listeriosis,Humboldt,2015,Male,0,67706
Listeriosis,Humboldt,2015,Total,0,136348
Listeriosis,Humboldt,2016,Female,0,67241
Listeriosis,Humboldt,2016,Male,0,68059
Listeriosis,Humboldt,2016,Total,0,137346
Listeriosis,Humboldt,2017,Female,0,67144
Listeriosis,Humboldt,2017,Male,0,67997
Listeriosis,Humboldt,2017,Total,0,137492
Listeriosis,Humboldt,2018,Female,0,67004
Listeriosis,Humboldt,2018,Male,0,67815
Listeriosis,Humboldt,2018,Total,0,137493
Listeriosis,Humboldt,2019,Female,0,66518
Listeriosis,Humboldt,2019,Male,0,67302
Listeriosis,Humboldt,2019,Total,0,136740
Listeriosis,Humboldt,2020,Female,0,66021
Listeriosis,Humboldt,2020,Male,0,66685
Listeriosis,Humboldt,2020,Total,0,136204
Listeriosis,Humboldt,2021,Female,1,66776
Listeriosis,Humboldt,2021,Male,1,67438
Listeriosis,Humboldt,2021,Total,2,134639
Listeriosis,Humboldt,2022,Female,0,66801
Listeriosis,Humboldt,2022,Male,0,67337
Listeriosis,Humboldt,2022,Total,0,134417
Listeriosis,Humboldt,2023,Female,1,66771
Listeriosis,Humboldt,2023,Male,0,67361
Listeriosis,Humboldt,2023,Total,1,134304
Listeriosis,Imperial,2001,Female,0,69392
Listeriosis,Imperial,2001,Male,0,75334
Listeriosis,Imperial,2001,Total,0,144726
Listeriosis,Imperial,2002,Female,0,70707
Listeriosis,Imperial,2002,Male,0,76478
Listeriosis,Imperial,2002,Total,0,147185
Listeriosis,Imperial,2003,Female,0,72618
Listeriosis,Imperial,2003,Male,0,78291
Listeriosis,Imperial,2003,Total,0,150909
Listeriosis,Imperial,2004,Female,0,74201
Listeriosis,Imperial,2004,Male,0,79736
Listeriosis,Imperial,2004,Total,0,153937
Listeriosis,Imperial,2005,Female,0,76126
Listeriosis,Imperial,2005,Male,0,81531
Listeriosis,Imperial,2005,Total,0,157657
Listeriosis,Imperial,2006,Female,1,78596
Listeriosis,Imperial,2006,Male,0,83936
Listeriosis,Imperial,2006,Total,1,162532
Listeriosis,Imperial,2007,Female,0,80846
Listeriosis,Imperial,2007,Male,1,86048
Listeriosis,Imperial,2007,Total,1,166894
Listeriosis,Imperial,2008,Female,0,82512
Listeriosis,Imperial,2008,Male,1,87592
Listeriosis,Imperial,2008,Total,1,170104
Listeriosis,Imperial,2009,Female,0,84166
Listeriosis,Imperial,2009,Male,0,89075
Listeriosis,Imperial,2009,Total,0,173241
Listeriosis,Imperial,2010,Female,0,84882
Listeriosis,Imperial,2010,Male,0,89646
Listeriosis,Imperial,2010,Total,0,174528
Listeriosis,Imperial,2011,Female,0,86694
Listeriosis,Imperial,2011,Male,0,91237
Listeriosis,Imperial,2011,Total,0,176872
Listeriosis,Imperial,2012,Female,2,87855
Listeriosis,Imperial,2012,Male,0,91439
Listeriosis,Imperial,2012,Total,2,177385
Listeriosis,Imperial,2013,Female,0,88720
Listeriosis,Imperial,2013,Male,0,91346
Listeriosis,Imperial,2013,Total,0,177312
Listeriosis,Imperial,2014,Female,1,89946
Listeriosis,Imperial,2014,Male,0,92619
Listeriosis,Imperial,2014,Total,1,178967
Listeriosis,Imperial,2015,Female,1,90658
Listeriosis,Imperial,2015,Male,0,93802
Listeriosis,Imperial,2015,Total,1,179952
Listeriosis,Imperial,2016,Female,0,91237
Listeriosis,Imperial,2016,Male,0,94474
Listeriosis,Imperial,2016,Total,0,180280
Listeriosis,Imperial,2017,Female,0,91824
Listeriosis,Imperial,2017,Male,2,95144
Listeriosis,Imperial,2017,Total,2,180627
Listeriosis,Imperial,2018,Female,0,92517
Listeriosis,Imperial,2018,Male,1,95425
Listeriosis,Imperial,2018,Total,1,180627
Listeriosis,Imperial,2019,Female,0,93001
Listeriosis,Imperial,2019,Male,0,95961
Listeriosis,Imperial,2019,Total,0,180809
Listeriosis,Imperial,2020,Female,0,92594
Listeriosis,Imperial,2020,Male,0,95496
Listeriosis,Imperial,2020,Total,0,180182
Listeriosis,Imperial,2021,Female,0,94392
Listeriosis,Imperial,2021,Male,0,97227
Listeriosis,Imperial,2021,Total,0,179340
Listeriosis,Imperial,2022,Female,0,94987
Listeriosis,Imperial,2022,Male,0,97973
Listeriosis,Imperial,2022,Total,0,179062
Listeriosis,Imperial,2023,Female,1,95807
Listeriosis,Imperial,2023,Male,0,98703
Listeriosis,Imperial,2023,Total,1,179790
Listeriosis,Inyo,2001,Female,0,9239
Listeriosis,Inyo,2001,Male,0,8968
Listeriosis,Inyo,2001,Total,0,18207
Listeriosis,Inyo,2002,Female,0,9327
Listeriosis,Inyo,2002,Male,0,9088
Listeriosis,Inyo,2002,Total,0,18415
Listeriosis,Inyo,2003,Female,0,9356
Listeriosis,Inyo,2003,Male,0,9151
Listeriosis,Inyo,2003,Total,0,18507
Listeriosis,Inyo,2004,Female,0,9366
Listeriosis,Inyo,2004,Male,0,9193
Listeriosis,Inyo,2004,Total,0,18559
Listeriosis,Inyo,2005,Female,0,9309
Listeriosis,Inyo,2005,Male,0,9154
Listeriosis,Inyo,2005,Total,0,18463
Listeriosis,Inyo,2006,Female,0,9267
Listeriosis,Inyo,2006,Male,0,9154
Listeriosis,Inyo,2006,Total,0,18421
Listeriosis,Inyo,2007,Female,0,9261
Listeriosis,Inyo,2007,Male,0,9186
Listeriosis,Inyo,2007,Total,0,18447
Listeriosis,Inyo,2008,Female,0,9209
Listeriosis,Inyo,2008,Male,0,9174
Listeriosis,Inyo,2008,Total,0,18383
Listeriosis,Inyo,2009,Female,0,9205
Listeriosis,Inyo,2009,Male,0,9243
Listeriosis,Inyo,2009,Total,0,18448
Listeriosis,Inyo,2010,Female,0,9192
Listeriosis,Inyo,2010,Male,0,9354
Listeriosis,Inyo,2010,Total,0,18546
Listeriosis,Inyo,2011,Female,0,9110
Listeriosis,Inyo,2011,Male,0,9449
Listeriosis,Inyo,2011,Total,0,18624
Listeriosis,Inyo,2012,Female,0,9119
Listeriosis,Inyo,2012,Male,0,9465
Listeriosis,Inyo,2012,Total,0,18702
Listeriosis,Inyo,2013,Female,0,9150
Listeriosis,Inyo,2013,Male,0,9441
Listeriosis,Inyo,2013,Total,0,18761
Listeriosis,Inyo,2014,Female,0,9185
Listeriosis,Inyo,2014,Male,0,9465
Listeriosis,Inyo,2014,Total,0,18873
Listeriosis,Inyo,2015,Female,0,9152
Listeriosis,Inyo,2015,Male,0,9483
Listeriosis,Inyo,2015,Total,0,18911
Listeriosis,Inyo,2016,Female,0,9155
Listeriosis,Inyo,2016,Male,0,9473
Listeriosis,Inyo,2016,Total,0,18956
Listeriosis,Inyo,2017,Female,0,9123
Listeriosis,Inyo,2017,Male,0,9442
Listeriosis,Inyo,2017,Total,0,18945
Listeriosis,Inyo,2018,Female,0,9115
Listeriosis,Inyo,2018,Male,0,9406
Listeriosis,Inyo,2018,Total,0,18953
Listeriosis,Inyo,2019,Female,0,9108
Listeriosis,Inyo,2019,Male,0,9355
Listeriosis,Inyo,2019,Total,0,18947
Listeriosis,Inyo,2020,Female,0,9077
Listeriosis,Inyo,2020,Male,0,9352
Listeriosis,Inyo,2020,Total,0,18985
Listeriosis,Inyo,2021,Female,0,8916
Listeriosis,Inyo,2021,Male,0,9256
Listeriosis,Inyo,2021,Total,0,18879
Listeriosis,Inyo,2022,Female,0,8928
Listeriosis,Inyo,2022,Male,0,9214
Listeriosis,Inyo,2022,Total,0,18864
Listeriosis,Inyo,2023,Female,0,8926
Listeriosis,Inyo,2023,Male,0,9168
Listeriosis,Inyo,2023,Total,0,18901
Listeriosis,Kern,2001,Female,1,330250
Listeriosis,Kern,2001,Male,0,349424
Listeriosis,Kern,2001,Total,1,679674
Listeriosis,Kern,2002,Female,0,338203
Listeriosis,Kern,2002,Male,1,358301
Listeriosis,Kern,2002,Total,1,696504
Listeriosis,Kern,2003,Female,0,348293
Listeriosis,Kern,2003,Male,1,369504
Listeriosis,Kern,2003,Total,1,717797
Listeriosis,Kern,2004,Female,0,358829
Listeriosis,Kern,2004,Male,1,381193
Listeriosis,Kern,2004,Total,1,740022
Listeriosis,Kern,2005,Female,0,369284
Listeriosis,Kern,2005,Male,1,392688
Listeriosis,Kern,2005,Total,1,761972
Listeriosis,Kern,2006,Female,0,380855
Listeriosis,Kern,2006,Male,1,405365
Listeriosis,Kern,2006,Total,1,786220
Listeriosis,Kern,2007,Female,2,390363
Listeriosis,Kern,2007,Male,0,415435
Listeriosis,Kern,2007,Total,2,805798
Listeriosis,Kern,2008,Female,1,397224
Listeriosis,Kern,2008,Male,0,422667
Listeriosis,Kern,2008,Total,1,819891
Listeriosis,Kern,2009,Female,0,402699
Listeriosis,Kern,2009,Male,0,428435
Listeriosis,Kern,2009,Total,0,831134
Listeriosis,Kern,2010,Female,1,406523
Listeriosis,Kern,2010,Male,1,433108
Listeriosis,Kern,2010,Total,2,839631
Listeriosis,Kern,2011,Female,0,412377
Listeriosis,Kern,2011,Male,0,438400
Listeriosis,Kern,2011,Total,0,850117
Listeriosis,Kern,2012,Female,0,418285
Listeriosis,Kern,2012,Male,1,441345
Listeriosis,Kern,2012,Total,1,858439
Listeriosis,Kern,2013,Female,2,422779
Listeriosis,Kern,2013,Male,0,445965
Listeriosis,Kern,2013,Total,2,867036
Listeriosis,Kern,2014,Female,0,424634
Listeriosis,Kern,2014,Male,1,450502
Listeriosis,Kern,2014,Total,1,872913
Listeriosis,Kern,2015,Female,0,427886
Listeriosis,Kern,2015,Male,0,453243
Listeriosis,Kern,2015,Total,0,878081
Listeriosis,Kern,2016,Female,1,430098
Listeriosis,Kern,2016,Male,1,454514
Listeriosis,Kern,2016,Total,2,880702
Listeriosis,Kern,2017,Female,1,433762
Listeriosis,Kern,2017,Male,1,459171
Listeriosis,Kern,2017,Total,2,888203
Listeriosis,Kern,2018,Female,2,438813
Listeriosis,Kern,2018,Male,1,462590
Listeriosis,Kern,2018,Total,3,895655
Listeriosis,Kern,2019,Female,0,442889
Listeriosis,Kern,2019,Male,0,466808
Listeriosis,Kern,2019,Total,0,903150
Listeriosis,Kern,2020,Female,0,444745
Listeriosis,Kern,2020,Male,0,468230
Listeriosis,Kern,2020,Total,0,905241
Listeriosis,Kern,2021,Female,0,448523
Listeriosis,Kern,2021,Male,1,472128
Listeriosis,Kern,2021,Total,1,908195
Listeriosis,Kern,2022,Female,0,452827
Listeriosis,Kern,2022,Male,0,477024
Listeriosis,Kern,2022,Total,0,908513
Listeriosis,Kern,2023,Female,0,457337
Listeriosis,Kern,2023,Male,0,482285
Listeriosis,Kern,2023,Total,0,910112
Listeriosis,Kings,2001,Female,0,56448
Listeriosis,Kings,2001,Male,0,75993
Listeriosis,Kings,2001,Total,0,132441
Listeriosis,Kings,2002,Female,0,57449
Listeriosis,Kings,2002,Male,0,77215
Listeriosis,Kings,2002,Total,0,134664
Listeriosis,Kings,2003,Female,0,59166
Listeriosis,Kings,2003,Male,0,79606
Listeriosis,Kings,2003,Total,0,138772
Listeriosis,Kings,2004,Female,0,60889
Listeriosis,Kings,2004,Male,0,81728
Listeriosis,Kings,2004,Total,0,142617
Listeriosis,Kings,2005,Female,0,61768
Listeriosis,Kings,2005,Male,0,82833
Listeriosis,Kings,2005,Total,0,144601
Listeriosis,Kings,2006,Female,0,63016
Listeriosis,Kings,2006,Male,0,84480
Listeriosis,Kings,2006,Total,0,147496
Listeriosis,Kings,2007,Female,0,64272
Listeriosis,Kings,2007,Male,0,86106
Listeriosis,Kings,2007,Total,0,150378
Listeriosis,Kings,2008,Female,0,64879
Listeriosis,Kings,2008,Male,0,86955
Listeriosis,Kings,2008,Total,0,151834
Listeriosis,Kings,2009,Female,0,64867
Listeriosis,Kings,2009,Male,0,86927
Listeriosis,Kings,2009,Total,0,151794
Listeriosis,Kings,2010,Female,0,66638
Listeriosis,Kings,2010,Male,0,86344
Listeriosis,Kings,2010,Total,0,152982
Listeriosis,Kings,2011,Female,0,66745
Listeriosis,Kings,2011,Male,1,84956
Listeriosis,Kings,2011,Total,1,151488
Listeriosis,Kings,2012,Female,0,66900
Listeriosis,Kings,2012,Male,0,83250
Listeriosis,Kings,2012,Total,0,149766
Listeriosis,Kings,2013,Female,0,67082
Listeriosis,Kings,2013,Male,0,83137
Listeriosis,Kings,2013,Total,0,149667
Listeriosis,Kings,2014,Female,0,66926
Listeriosis,Kings,2014,Male,0,82288
Listeriosis,Kings,2014,Total,0,148494
Listeriosis,Kings,2015,Female,0,67484
Listeriosis,Kings,2015,Male,0,81971
Listeriosis,Kings,2015,Total,0,148525
Listeriosis,Kings,2016,Female,0,67462
Listeriosis,Kings,2016,Male,0,81312
Listeriosis,Kings,2016,Total,0,147615
Listeriosis,Kings,2017,Female,0,68112
Listeriosis,Kings,2017,Male,0,82188
Listeriosis,Kings,2017,Total,0,148933
Listeriosis,Kings,2018,Female,0,68730
Listeriosis,Kings,2018,Male,0,83917
Listeriosis,Kings,2018,Total,0,151040
Listeriosis,Kings,2019,Female,2,69098
Listeriosis,Kings,2019,Male,0,84424
Listeriosis,Kings,2019,Total,2,151691
Listeriosis,Kings,2020,Female,1,69771
Listeriosis,Kings,2020,Male,0,84974
Listeriosis,Kings,2020,Total,1,152200
Listeriosis,Kings,2021,Female,0,69898
Listeriosis,Kings,2021,Male,0,85202
Listeriosis,Kings,2021,Total,0,151514
Listeriosis,Kings,2022,Female,0,70431
Listeriosis,Kings,2022,Male,1,85733
Listeriosis,Kings,2022,Total,1,151337
Listeriosis,Kings,2023,Female,0,71050
Listeriosis,Kings,2023,Male,0,86266
Listeriosis,Kings,2023,Total,0,152340
Listeriosis,Lake,2001,Female,0,30250
Listeriosis,Lake,2001,Male,0,29796
Listeriosis,Lake,2001,Total,0,60046
Listeriosis,Lake,2002,Female,0,30720
Listeriosis,Lake,2002,Male,0,30285
Listeriosis,Lake,2002,Total,0,61005
Listeriosis,Lake,2003,Female,0,31191
Listeriosis,Lake,2003,Male,0,30790
Listeriosis,Lake,2003,Total,0,61981
Listeriosis,Lake,2004,Female,0,31503
Listeriosis,Lake,2004,Male,0,31130
Listeriosis,Lake,2004,Total,0,62633
Listeriosis,Lake,2005,Female,0,31709
Listeriosis,Lake,2005,Male,0,31398
Listeriosis,Lake,2005,Total,0,63107
Listeriosis,Lake,2006,Female,0,31980
Listeriosis,Lake,2006,Male,0,31812
Listeriosis,Lake,2006,Total,0,63792
Listeriosis,Lake,2007,Female,0,32024
Listeriosis,Lake,2007,Male,0,31962
Listeriosis,Lake,2007,Total,0,63986
Listeriosis,Lake,2008,Female,,32159
Listeriosis,Lake,2008,Male,,32211
Listeriosis,Lake,2008,Total,1,64370
Listeriosis,Lake,2009,Female,0,32169
Listeriosis,Lake,2009,Male,0,32227
Listeriosis,Lake,2009,Total,0,64396
Listeriosis,Lake,2010,Female,0,32196
Listeriosis,Lake,2010,Male,0,32469
Listeriosis,Lake,2010,Total,0,64665
Listeriosis,Lake,2011,Female,0,32268
Listeriosis,Lake,2011,Male,0,32653
Listeriosis,Lake,2011,Total,0,66259
Listeriosis,Lake,2012,Female,0,32241
Listeriosis,Lake,2012,Male,0,32735
Listeriosis,Lake,2012,Total,0,67017
Listeriosis,Lake,2013,Female,,32269
Listeriosis,Lake,2013,Male,,32631
Listeriosis,Lake,2013,Total,1,67300
Listeriosis,Lake,2014,Female,0,32385
Listeriosis,Lake,2014,Male,0,32688
Listeriosis,Lake,2014,Total,0,67677
Listeriosis,Lake,2015,Female,0,32250
Listeriosis,Lake,2015,Male,0,32440
Listeriosis,Lake,2015,Total,0,66931
Listeriosis,Lake,2016,Female,,32050
Listeriosis,Lake,2016,Male,,32293
Listeriosis,Lake,2016,Total,1,66945
Listeriosis,Lake,2017,Female,0,32202
Listeriosis,Lake,2017,Male,0,32425
Listeriosis,Lake,2017,Total,0,67963
Listeriosis,Lake,2018,Female,0,32201
Listeriosis,Lake,2018,Male,0,32389
Listeriosis,Lake,2018,Total,0,68358
Listeriosis,Lake,2019,Female,0,31980
Listeriosis,Lake,2019,Male,0,32100
Listeriosis,Lake,2019,Total,0,68114
Listeriosis,Lake,2020,Female,0,31857
Listeriosis,Lake,2020,Male,0,31914
Listeriosis,Lake,2020,Total,0,67637
Listeriosis,Lake,2021,Female,0,32069
Listeriosis,Lake,2021,Male,0,32105
Listeriosis,Lake,2021,Total,0,67572
Listeriosis,Lake,2022,Female,,32051
Listeriosis,Lake,2022,Male,,32087
Listeriosis,Lake,2022,Total,1,67391
Listeriosis,Lake,2023,Female,0,32037
Listeriosis,Lake,2023,Male,0,32086
Listeriosis,Lake,2023,Total,0,67402
Listeriosis,Lassen,2001,Female,0,12262
Listeriosis,Lassen,2001,Male,0,21388
Listeriosis,Lassen,2001,Total,0,33650
Listeriosis,Lassen,2002,Female,0,12184
Listeriosis,Lassen,2002,Male,0,21419
Listeriosis,Lassen,2002,Total,0,33603
Listeriosis,Lassen,2003,Female,0,12307
Listeriosis,Lassen,2003,Male,0,21746
Listeriosis,Lassen,2003,Total,0,34053
Listeriosis,Lassen,2004,Female,0,12495
Listeriosis,Lassen,2004,Male,0,22079
Listeriosis,Lassen,2004,Total,0,34574
Listeriosis,Lassen,2005,Female,0,12495
Listeriosis,Lassen,2005,Male,0,22033
Listeriosis,Lassen,2005,Total,0,34528
Listeriosis,Lassen,2006,Female,0,12622
Listeriosis,Lassen,2006,Male,0,22389
Listeriosis,Lassen,2006,Total,0,35011
Listeriosis,Lassen,2007,Female,0,12839
Listeriosis,Lassen,2007,Male,0,22910
Listeriosis,Lassen,2007,Total,0,35749
Listeriosis,Lassen,2008,Female,0,12631
Listeriosis,Lassen,2008,Male,0,22489
Listeriosis,Lassen,2008,Total,0,35120
Listeriosis,Lassen,2009,Female,0,12461
Listeriosis,Lassen,2009,Male,0,22312
Listeriosis,Lassen,2009,Total,0,34773
Listeriosis,Lassen,2010,Female,0,12479
Listeriosis,Lassen,2010,Male,0,22416
Listeriosis,Lassen,2010,Total,0,34895
Listeriosis,Lassen,2011,Female,0,12232
Listeriosis,Lassen,2011,Male,0,22138
Listeriosis,Lassen,2011,Total,0,34813
Listeriosis,Lassen,2012,Female,0,12087
Listeriosis,Lassen,2012,Male,0,20649
Listeriosis,Lassen,2012,Total,0,33533
Listeriosis,Lassen,2013,Female,,11729
Listeriosis,Lassen,2013,Male,,20159
Listeriosis,Lassen,2013,Total,2,33040
Listeriosis,Lassen,2014,Female,0,11501
Listeriosis,Lassen,2014,Male,0,19718
Listeriosis,Lassen,2014,Total,0,32725
Listeriosis,Lassen,2015,Female,0,11403
Listeriosis,Lassen,2015,Male,0,18797
Listeriosis,Lassen,2015,Total,0,31697
Listeriosis,Lassen,2016,Female,0,11187
Listeriosis,Lassen,2016,Male,0,18569
Listeriosis,Lassen,2016,Total,0,32309
Listeriosis,Lassen,2017,Female,0,11198
Listeriosis,Lassen,2017,Male,0,18558
Listeriosis,Lassen,2017,Total,0,32655
Listeriosis,Lassen,2018,Female,0,11034
Listeriosis,Lassen,2018,Male,0,18659
Listeriosis,Lassen,2018,Total,0,32936
Listeriosis,Lassen,2019,Female,0,10792
Listeriosis,Lassen,2019,Male,0,18180
Listeriosis,Lassen,2019,Total,0,32857
Listeriosis,Lassen,2020,Female,0,10786
Listeriosis,Lassen,2020,Male,0,18086
Listeriosis,Lassen,2020,Total,0,31719
Listeriosis,Lassen,2021,Female,0,11240
Listeriosis,Lassen,2021,Male,0,18725
Listeriosis,Lassen,2021,Total,0,30851
Listeriosis,Lassen,2022,Female,0,11197
Listeriosis,Lassen,2022,Male,0,18645
Listeriosis,Lassen,2022,Total,0,29387
Listeriosis,Lassen,2023,Female,0,11160
Listeriosis,Lassen,2023,Male,0,18564
Listeriosis,Lassen,2023,Total,0,28563
Listeriosis,Los Angeles,2001,Female,19,4880163
Listeriosis,Los Angeles,2001,Male,14,4755632
Listeriosis,Los Angeles,2001,Total,33,9635795
Listeriosis,Los Angeles,2002,Female,15,4924247
Listeriosis,Los Angeles,2002,Male,8,4798197
Listeriosis,Los Angeles,2002,Total,24,9722444
Listeriosis,Los Angeles,2003,Female,9,4959624
Listeriosis,Los Angeles,2003,Male,12,4831398
Listeriosis,Los Angeles,2003,Total,21,9791022
Listeriosis,Los Angeles,2004,Female,16,4976651
Listeriosis,Los Angeles,2004,Male,14,4845857
Listeriosis,Los Angeles,2004,Total,30,9822508
Listeriosis,Los Angeles,2005,Female,16,4971093
Listeriosis,Los Angeles,2005,Male,15,4838464
Listeriosis,Los Angeles,2005,Total,31,9809557
Listeriosis,Los Angeles,2006,Female,24,4960400
Listeriosis,Los Angeles,2006,Male,15,4826927
Listeriosis,Los Angeles,2006,Total,39,9787327
Listeriosis,Los Angeles,2007,Female,14,4954194
Listeriosis,Los Angeles,2007,Male,16,4819700
Listeriosis,Los Angeles,2007,Total,30,9773894
Listeriosis,Los Angeles,2008,Female,14,4965659
Listeriosis,Los Angeles,2008,Male,8,4831153
Listeriosis,Los Angeles,2008,Total,22,9796812
Listeriosis,Los Angeles,2009,Female,12,4969132
Listeriosis,Los Angeles,2009,Male,12,4836101
Listeriosis,Los Angeles,2009,Total,24,9805233
Listeriosis,Los Angeles,2010,Female,15,4978950
Listeriosis,Los Angeles,2010,Male,8,4839653
Listeriosis,Los Angeles,2010,Total,23,9818603
Listeriosis,Los Angeles,2011,Female,18,5019131
